author,body,datalegacylang,clean_text,speech_category
kttk2345678,Leaked #China #CDC Document Confirms New H5N1 Strain More Contagious In Humans \n\nhttps://t.co/u6Rb0s1MVC #CHINAVirus #KungFlu #COVID_19 #covidlockdowns #vaccinedeaths #ChineseVirus #FauciForGITMO #Fauciisamassmurderer #democratsdidthis #globalistscum #vaccinemandates https://t.co/gxQHS6nP9j,en,leaked china cdc document confirms new h5n1 strain more contagious in humans kungflu covid_19 covidlockdowns vaccinedeaths chinesevirus fauciforgitmo fauciisamassmurderer democratsdidthis globalistscum vaccinemandates,Hate Speech
USACitizen001,@DrNoMask @P_McCulloughMD @NicHulscher @McCulloughFund No more #chinavirus #deathjab shots for you!!!,en,no more deathjab shots for you!!!,Hate Speech
CoeurDeCresson,"Electing a President that has pissed #XiJinping, is not a very smart move bybl itself, mind you! “#ChyNah, #ChinaVirus”\n\n#TariffWars",en,"electing a president that has pissed xijinping, is not a very smart move bybl itself, mind you! chynah, tariffwars",Hate Speech
mariesf11,@GuntherEagleman GO FOR IT @realDonaldTrump \n\nPAY BACK FOR UNLEASHING THE #chinavirus on America and the world.,en,go for it pay back for unleashing the on america and the world.,Hate Speech
doug_maga,@kevinolearytv I will go with #Trump doesn't think 400% is enough after #CCP #Chinavirus killed millions...😉#China can't possibly win this!,en,i will go with trump doesn't think 400% is enough after ccp killed millions...china can't possibly win this!,Hate Speech
ChaosActual2025,"China, China, China\n\n#ChinaVirus \n\nGermany's Merkel in CHINA in Early September 2019 as US-China Tensions were Rising\n\nMerkel's visit included a visit to WUHAN \n\nMerkel Later Covered Up the German Intel Report Blaming Chinese BioLab in WUHAN for Pandemic Outbreak\n\nSeptember 2019 https://t.co/rynMvEbAXd",en,"china, china, china germany's merkel in china in early september 2019 as us-china tensions were rising merkel's visit included a visit to wuhan merkel later covered up the german intel report blaming chinese biolab in wuhan forpandemic outbreak september 2019",Hate Speech
bostonuniv1987,"This is about leveling the trade playing field, retaliation for the #ChinaVirus and buying American farmland!\n#AmericaFirst #FuckChina",en,"this is about leveling the trade playing field, retaliation for the and buying american farmland! americafirst",Enraged Speech
BostonMedic95,@GuntherEagleman Yep and this shows we learned NOTHING from that #ChinaVirus Start making  shit here.,en,yep and this shows we learned nothing from that start making shit here.,Hate Speech
PassTheTe,@VladHTX @NoLieWithBTC #China threatened just that during COVID! Withholding  prescription drugs because Trump kept calling it the #ChinaVirus...which it was! #LieWithBri reminds me of a menopausal maiden...always in hysterics😉,en,china threatened just that during covid! withholding prescription drugs because trump kept calling it the ...which it was! liewithbri reminds me of a menopausal maiden...always in hysterics,Hate Speech
Chadderboqs01,@DianeToucan #Chinavirus\n\nNever forget.,en,never forget.,Hate Speech
USAbest1forever,"@DerrickEvans4WV He is dangerous man involved with the #ChinaVirus from #China labor in #WuhanChina, and #China is dangerous.",en,"he is dangerous man involved with the from china labor in wuhanchina, and china is dangerous.",Hate Speech
MerMaid15882072,@Shauna_Sowersby Bigger crowds during #ChinaVirus!,en,bigger crowds during !,Hate Speech
Satnsfrnd,@Nuked4Every1 Maybe he'll catch it the next time he's at Wuhan? #Chinavirus,en,maybe he'll catch it the next time he's at wuhan?,Hate Speech
rkr16,@tanvi_ratna Beleive it not! \n\nThe world will perceive this as a #DunalVirus same as the bigBoss coined the term #ChinaVirus \n\nThe world in a mess is no recipe for Make America Great Again\n\nRather this is My Arithmetic Gone Awry moment!,en,beleive it not! the world will perceive this as a dunalvirus same as the bigboss coined the term the world in a mess is no recipe for make america great again rather this is my arithmetic gone awry moment!,Hate Speech
wombatk1,"@Mollyploofkins ...And keep taking your ivermectin and bleach to stave off COVID infection (remember that #ChinaVirus - it's still a pandemic, Trumps asinine not measuring it, not testing tactics hasn't made it go away).",en,"...and keep taking your ivermectin and bleach to stave off covid infection (remember that - it's still a pandemic, trumps asinine not measuring it, not testing tactics hasn't made it go away).",Hate Speech
Mike061994,@TheMaineWonk 2020 #chinavirus.  Nice try,en,2020 . nice try,Hate Speech
Mike061994,@Strandjunker Seems this one forgot what was happening in the world in 2020.   #chinavirus,en,seems this one forgot what was happening in the world in 2020.,Hate Speech
RogerReagan5,@carlsson808 @awealthofcs @IfindRetards Awww the PlanDemic Covid19 was released upon the world - FUNDED BY ANTHONY FAUCI at the Wuhan Lab #ChinaVirus\n\nThe China Virus was released to further delay Trump's tariffs &amp; stop re-election. Remember Trump blocked Flights from China? \n\nThese Covid Tests are they in the Room? 🤡,en,awww the plandemic covid19 was released upon the world - funded by anthony fauci at the wuhan lab the china virus was released to further delay trump's tariffs &amp; stop re-election. remember trump blocked flights from china? these covid tests are they in the room?,Hate Speech
realRenHo,"@Mike_Pence @FoxNews @AmericanFreedom Remember the guy who REFUSED *Always* to Say, #ChinaVirus #ChineseVirus",en,"remember the guy who refused *always* to say, chinesevirus",Hate Speech
coldpludge,@JeckovKanani I'm what they call A Pure Blood! #covid #chinavirus #Wuhan #prosecuteFauci https://t.co/ocCnTyklFq,en,i'm what they call a pure blood! covid wuhan prosecutefauci,Hate Speech
Scurraterrarum,"@TrumpVVon It was easy to see the #ChinaVirus was a bunch of BS early on. And I don't trust the government to make those decisions for me. My body, my choice.",en,"it was easy to see the was a bunch of bs early on. and i don't trust the government to make those decisions for me. my body, my choice.",Hate Speech
doug_maga,@RobertKennedyJc Yes and the #CCP #Chinavirus,en,yes and the ccp,Hate Speech
lelandwong,@activeasian Trump called it the #chinavirus,en,trump called it the,Hate Speech
HUDMotorsports,We all knew #ChinaVirus was from a Lab leak 👇,en,we all knew was from a lab leak,Hate Speech
Jim_Worrall,@RobertKennedyJc Never should have been included. The #ChinaVirus #vaccine is more dangerous than the illness.,en,never should have been included. the vaccine is more dangerous than the illness.,Hate Speech
Real_AzKyle,"@catturd2 .\nIt’s gotta be related to the #ChinaVirus &amp;/or the blood clotting, heard stopping vaccine?\n\n#ProudlyUnPoisoned 💉 🚫 https://t.co/GeoQrb3MTw",en,". its gotta be related to the &amp;/or the blood clotting, heard stopping vaccine? proudlyunpoisoned",Hate Speech
anticommie71,"@jammles9 @demmick_debra @catturd2 Also since Covid, strangely I’m very good at math now.  #chinavirus",en,"also since covid, strangely im very good at math now.",Hate Speech
Meatdabag,"@realDonaldTrump @elonmusk The EcoHealth Alliance funneled taxpayer $ to the Wuhan lab, helping create the pandemic disaster. They STILL haven't been fully held accountable. Permanently BAN and DEFUND these reckless scientists. No more U.S. grants, EVER! #ChinaVirus",en,"the ecohealth alliance funneled taxpayer $ to the wuhan lab, helping create the pandemic disaster. they still haven't been fully held accountable. permanently ban and defund these reckless scientists. no more u.s. grants, ever!",Hate Speech
macedonmetal74,"What's the covid vaccine shot count ,currently 10, 20 are there still idiots who take it? 🤣🤣🤣🤣\n#covidscam #chinavirus",en,"what's the covid vaccine shot count ,currently 10, 20 are there still idiots who take it? covidscam",Hate Speech
swamp_draineruk,@BasherWatts Another mutation of the #ChinaVirus probably Basher,en,another mutation of the probably basher,Hate Speech
jjtmanu,@RepSwalwell YOU A #CHINAVIRUS  BANGBANG #FANGFANG @PeteHegseth  @kashpatelfbi_ @PamBondi  WHEN WHEN WILL YOU ARREST THIS TRAITOR …..,en,you a bangbang fangfang when when will you arrest this traitor ..,Hate Speech
Harbour_Frank,@Bubblebathgirl @AGAndrewBailey Bravo Missouri! \n\nA land that respects Its citizens!\n\nWhy in the world #SPAIN is not doing exactly the same with 130.000 fellow Spaniards dead by the #ChinaVirus?,en,bravo missouri! a land that respects its citizens! why in the world spain is not doing exactly the same with 130.000 fellow spaniards dead by the ?,Hate Speech
Kidtrollingyou,"@EndWokeness They killed my father in a 5-week period, and we couldn't visit him in the hospital 💔 \n\nLiberal trash governors working overtime to hurt us 8n every way possible. \n\n#Chinavirus",en,"they killed my father in a 5-week period, and we couldn't visit him in the hospital liberal trash governors working overtime to hurt us 8n every way possible.",Hate Speech
surnell,"Thank you @TongGuan39 for bringing this to my notice. What a journey it was. Met big number (40K+) friends, diverse in all respects but united by common goal to help #Karnataka fight the #ChinaVirus under guidance and leadership of @Captain_Mani72 Salutes to each #CoronaSainika",en,"thank you for bringing this to my notice. what a journey it was. met big number (40k+) friends, diverse in all respects but united by common goal to help karnataka fight the under guidance and leadership of salutes to each coronasainika",Hate Speech
jiffyman9,"Nah, anything that has to do with #covid #ChinaVirus is fake news! Ask @potus!",en,"nah, anything that has to do with covid is fake news! ask !",Hate Speech
billy_Boyle1314,@dbongino I wonder who got suspicious of @Fauci and @BillGates #GainsFromVaccine and #antivaxx first 🤔 @potus with the #ChinaVirus in 2020/2021\n\nSir #twotierkier @Keir_Starmer Reveals How He Would Handle #AntiVaxxers &amp; Reacts to the New COVID Measures | GMB\n\nhttps://t.co/seaYXHBQLY,en,i wonder who got suspicious of and gainsfromvaccine and antivaxx first with the in 2020/2021 sir twotierkier reveals how he would handle antivaxxers &amp; reacts to the new covid measures | gmb,Hate Speech
billy_Boyle1314,@EricLDaugh I wonder who got suspicious of @Fauci and @BillGates gain of function #antivaxx first 🤔 @potus with #chinavirus in 2020/2021\n\nSir #twotierkier @Keir_Starmer Reveals How He Would Handle #AntiVaxxers &amp; Reacts to the New COVID Measures | GMB\n\nhttps://t.co/xrKoMLqJX4,en,i wonder who got suspicious of and gain of function antivaxx first with in 2020/2021 sir twotierkier reveals how he would handle antivaxxers &amp; reacts to the new covid measures | gmb,Hate Speech
billy_Boyle1314,@NEWSMAX I wonder who got suspicious of @Fauci and @BillGates gain of function first 🤔 @potus with #chinavirus \n\nSir #twotierkier @Keir_Starmer Reveals How He Would Handle Anti-Vaxxers &amp; Reacts to the New COVID Measures | GMB\n\nhttps://t.co/xrKoMLqJX4,en,i wonder who got suspicious of and gain of function first with sir twotierkier reveals how he would handle anti-vaxxers &amp; reacts to the new covid measures | gmb,Hate Speech
LEXIT20201,@townhallcom Oh did you forget when you shutdown schools during the #ChinaVirus #Hypocrites,en,oh did you forget when you shutdown schools during the hypocrites,Hate Speech
mariesf11,"@GenFlynn And America has been weakened - by all our manufacturing sent to CCP; terrorists invading our country; #chinavirus weakening us further; anti-Americans in our Congress.  But I believe we can rise again even stronger - with our Team Trump.   Fight, Fight, Fight🙏",en,"and america has been weakened - by all our manufacturing sent to ccp; terrorists invading our country; weakening us further; anti-americans in our congress. but i believe we can rise again even stronger - with our team trump. fight, fight, fight",Hate Speech
